review_id,title,year,user_review,user_suggestion,emotions
261,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThis is a really awesome game, it gives me that same vibe I get from playing LSD Dream Emulator where sometimes you're stopping to smell the roses, and then suddenly the roses are tearing off your face. There's tons of content here already and it's only yet in early access! I played for 20 minutes and found 2 minigames (wtih space for what looks like more), a bunch of notes that added atmosphere and a little story, and of course that first time the game actually became a struggle to survive, my friend nearby who was watching said ""This game just turned up the intensity by a ton!""Very cute style disguises what is actually a very thrilling experience, and I can't wait to see how much more is added to this over time.",1,fun
262,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewDid not scare me at all. However, for people who can actually feel fear, I can see how this would be frightening.Let's Play (Ongoing):https://www.youtube.com/watch?v=nC07iHV0rbg&list=PLBpjXHhxofs0mZBYExAhSGqDJkdsRuIXu ",1,neutral
263,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewI went into this game expecting typical pewdiebait like many free games on the marketplace. I think that's what they were going for, honestly, but I think they may very well have something good here. The game was incredibly well placed, allowing you to get comfortable before adding an element that will jar you out of the false comfort zone it creates. A few complaints, but otherwise really great.Pros:-Great Pacing-Wonderfully offputting environments-Some great monstersCons:-That ♥♥♥♥ING puppet-Spooky was abysmally written. Biggest flaw of the game. While everything else around you develops, spooky is the same till the end. Game would be exponentially better with some Spooky development-♥♥♥♥ that puppet-The better monsters were sorely underused. The Mummy was great, but the Deerhead guy could have seen some more spotlight-Seriously, ♥♥♥♥ that puppet. Sooooo ♥♥♥♥ing annoying. ",1,fun
264,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThis game i only played it for 1 hour reached room 300 died once this game just gave me few heart attacks the most scary creepy thing in this game is the sounds you dont know when a cute lil thing come out of the wall just to scare you will keep cursing all the way to the end , there is some monsters and some rooms will just let u quit (for weak hearts dont play this game if you cant handle the jumpscares) Nice Graphic ha ha but really Nice Game .I do recommend this game to who ever love to take challenges , have patience , strong heart , open mind  and love the Loud creepy sounds :)",1,fear
265,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewSo I'm playing this game thinking ""Oh I've been pretty well at horror games in the past. This shouldn't be too hard."" WRONG. HOLY CRAP IS THIS GAME WELL MADE. Okay, so it rips off some other horror games, but it uses them all pretty well. When you get to a new checkpoint, and move to a new area, the door animation looks directly ripped from the first Resident Evil. That alone sent chills down my spine. And the fact that no two games are the same makes for an interesting playthrough. What might have been the way to get out of a room once might change completly the next time you find that room. Oh, and you will also find the same rooms all the time. The only differences are that some monster/ghost is in the next room. With the hidden layers of story like FNAF, the gameplay of Amnesia (wandering around aimlessly), and the erieness of Slender, this game is fantastic.",1,fun
266,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewGot to the room 760 which is now the ending, because of the fact that work is not finished but.. for real, this game is amazing, I thought it's gonna be a boring one, but.. escaping from all those specimens, monsters! <3 I love this and I'm sure I'll buy DLC soon. Best Horror F2P game I've ever played.",1,love
267,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThe atmosphere is what really sells this game. Its so dreadful and you never know whats going to happen untill it happens, but then its too late, youve already♥♥♥♥♥♥your pants. 10/10 will♥♥♥♥♥♥my pants again.",1,fear
268,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThis is basically FNAF's formula of taking something simple and throwing enough mystery at it to keep you interested. It's way less original than FNAF somehow though..You get ""randomly"" generated rooms in a maze like house that is full of jump-scares, monsters and references. It's a very simplistic idea but it's also done very well. Even the jump-scares are done right, showing that timing and sound is what matters.There is a story and it's rather cute. Cute enough to be out of place, and that's why it's good. Everything feels out of place just to screw with you. It's not a pretty game with high quality gore and HD blood. It's a simple game that throws you into the unknown and cute world of ""something is off but I can't put my finger on it"".The only issue that I had with it is the framerate. While it stays at 60 constantly, it somehow feels like it drops regularly. Maybe this was intentional but I don't know...",1,happiness
269,Spooky's Jump Scare Mansion,2015.0,Early Access Reviewthis game is just AWESOME... i don't know what it is about it... when you go in you see the cutesy side of it and you think no biggie... but it is a very eerie and creepy game... i love this... totally recommended,1,love
270,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewI did not think i was going to like this game. I would reccomend this game. Very Spooky. But god damn those ♥♥♥♥ing chase parts get me. Jumpscares. Eh Not so much. but the ♥♥♥♥ing chases. Those suck. It goes on through like 30 rooms and then, of course. They are all ghosts. So you gotta move fast to get ahead of them, but they go through the damn walls. Im on room 100. Saved. Taking a break. I don't think that was wine.1337/420 so far.",1,fun
271,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewWalk down corridor walk through door walk through room find door walk down hall way cardboard cut out pops and says hello walk through next door find note on table and.......RUN FOR YOUR LIFE!!!....run run run run Run Run Run RUN RUN RUN BAM!!!! A ♥♥♥♥ING CARDBOARD CUT OUT ♥♥♥♥ING SCARED ME WTF?!?!?!?!?!? Awsome fun creepy funny game.Dont drink the ""Wine""",1,fear
272,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewOverall, the game has a lot of unused potential. Its fun for a while, going through the randomly generated rooms. However, there is just too much laid back time. I find myself running through the rooms, just trying to make it to the next save point.  It would be nice if the monsters within the house appeared even just a little bit more often, or if the room designs varied much more. It was bland seeing the same rooms over and over again.The chases are nice. The music goes along well with the chases, as well, creating a good environment for when your running away from death. The designs of the things you see inside are very interesting and creepy indeed.All it really needs is more variety and less time spent walking through a load of empty rooms. I do, however, recommend a playthrough of it. It is free, after all.",1,boredom
273,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewJust a couple cute faces popping out, no biggie, thats where i was wrong.died floor 61, rip mespooky's house of jump scares.... it certainly lives up to its name o.othis is one of the creepiest games ive played!only 1 problem.... @""Will the game be priced differently during and after Early Access?“No, the base game is free during Early Access and will stay free after full release. The only items we are charging for are DLC and the game's soundtrack.”^ if they are only selling that i believe they will struggle making money, maybe add more floors that you have to pay for or something like that? i dont know",1,fun
274,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewI love this game and I can not wait for the full version to be released (whenever that is) its the type of game that does everything right when you are playing using our knowlage as gamer's against us to try and mess with our heads at some of the later points of the games and actually informs you on some of the creatures only through little notes that are scattered through-out the randomly generated map, if you havent tried this game yet I highly recomend it",1,fun
275,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThis is one of the scariest, eeriest, most bone-chilling freeware games out there. Don't let the pricetag fool you, you get more than a bang for your buck. In my opinion this gamne is up there with SCP Containment Breach and Cry of fear",1,fear
276,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewThe things I dislike about Early Access title, is that indie developers never fulfilled their promises.  I know there's a lot of them that are still not complete to this day.  So hopefully this interesting horror game can final nail it.  Spooky's House of Jump Scares is very similar to one series that is part of the Creepypasta Universe: SCP Foundation.  Also know as Secure Contain Protect.  This game has the similar premises of the SCP Foundation, and its a decent one at best.  These specimen you encounter adds nice tension throughout each same rooms that you enter over and over again, even the game mentions about it, if you read the notes that is to get you more invested to the game lore.  The game sadly doesn't learn a thing or two from Bloodborne and Alien Isolation, which those game refines the horror genre completely.  Yes I am aware this came out at January before Bloodborne got released.  I would have expected the game break free from the cliches that horror games have been stuck with in the past.  I'm looking at you both Slender and Amnesia!The gameplay is all about running away from the Specimen and go to one room to the next.  You have a health bar and stamina system that it seems its trying to play like Dark Souls a bit in First-Person, the game has no boss battles at all, so the challenges is to run away and dig yourself into the game lore.  You take damage if your too close to the Specimens, however you can get instant killed by one of them if your not very careful in one room.  You do get an axe very late in the game but combat feels sloppy at times, maybe it'll be better integrated at full release?  Sadly the game is not complete right now.  There's still a few rooms to go in order to see more Specimen and finally know the truth behind this curses house and the company behind it.The optimization is bad, there's no way to change the resolution, or the game doesn't have settings to make the game perform better.  You can change the framerate but that about it.  Hopefully, the creator will make the game run a lot better than the state its currently in right now!  Visually its not a bad looking game, the Specimen looks nice, they have quite disturbing powers to mess with you, and the sound effects are average at best.  Not much to say about the score, its ok for now.  Maybe the final build will have a good credit theme when you reach the one room to get the answers we all want.  Who knows when this will be finished.  So I'm recommending this.  Because its free, and well despite its disappointing shortcomings the game has potential to be something worth playing from beginning to end.  Why not let your friends play it, or better let some young child play it and he or she will know what its like getting their guts spooked!  Hee hee hee...",1,fun
277,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewI will say only this.......this game gave me cold chills...and I only played 4o minutes and came to room 100...my God this is gonna be a coooold bloody game.....10/10 would try...but you need to try this its scary,funny,and..well lets hope I have enough towels to whipe my forehead XD",1,fear
278,Spooky's Jump Scare Mansion,2015.0,"This game literally made me pee my pants. I would tell you to get it, but I don't know if you'd get through the game without having a heart attack. Please be careful whilst playing this game. Or else you will join us.",1,fear
279,Spooky's Jump Scare Mansion,2015.0,"Early Access ReviewLike the title says, this game is full of jump scares. Adorable jump scares from adorable little 2d monsters.You progress from adorable room to adorable room, slowly finding each adorable little jump scare along the way. Then the adorable jump scares start following you. Then the adorable rooms start getting harder to navigate. Then the adorable rooms start... changing.This game is adorable. This game is brilliant.But above all - this game is terrifying.",1,fun
